product_id,name,regular_price,promo_price,brand,city_id
1000496462,Крем Альпенгурт взбитый Кулинар ультрапастеризованный 26.5% 250г,,399.99,Альпенгурт,1141
1899910132,Сыр творожный Violette Ароматная зелень 70% 140г,,147.99,Violette,1141
1000320906,Молочный коктейль Растишка детский со вкусом клубники 2% 210мл,,55.99,Растишка,1141
1000089124,Молочный коктейль Чудо Шоколад 2% 960г,,199.99,Чудо,1141
1059990188,Молочно-пшеничная каша с 6 месяцев Фрутоняня 200мл,,79.98,Фрутоняня,1141
1000424624,Молокосодержащий продукт Станицыно Коса копченая 40% весовой,449.97,359.97,Станицыно,1141
1000320907,Молочный коктейль Растишка со вкусом ванильного мороженого 2% 210мл,,55.99,Растишка,1141
1000138236,Сырок Моя цена глазированный Картошка 40г,,16.99,Моя цена,1141
1000080818,Йогурт питьевой Чудо персик абрикос 1.9% 680г,179.99,136.99,Чудо,1141
1000427075,Молоко сгущенное Алексеевское с сахаром 8.5% 360г,199.99,149.99,Алексеевское,1141
1000122409,Сырок глазированный Свитлогорье с ванилином 26% 50г,,62.99,Свитлогорье,1141
1000080819,Йогурт питьевой Чудо клубника земляника 1.9% 680г,179.99,136.99,Чудо,1141
1059990210,Молочно-злаковая каша с 6 месяцев Фрутоняня 200мл,,67.99,Фрутоняня,1141
1000286637,Десерт Ростагроэкспорт творожный глазированный ваниль 15% 60г,,49.99,Ростагроэкспорт,1141
1000556521,Майонез Ряба Провансаль оливковый 67% 330г,149.99,94.99,Ряба,1141
1000535160,Каша овсяная ассорти клубника абрикос вишня черника слива 5шт*35г,,57.99,ТД-Холдинг,1141
1000274202,Сырок глазированный А.Ростагрокомплекс Суфле с ванилью в молочном шоколаде 15% 40г,,72.99,А.Ростагрокомплекс,1141
1000577092,Напиток Planto соевый миндальный вкус карамель обогащенный кальцием 1л,,179.99,Planto,1141
1000512567,Сыр Эконива Дюрр 3 месяца выдержки 50% весовой,379.98,279.98,Эконива,1141
1000186648,Сырок глазированный Советские традиции с ванилью 26% 45г,,52.99,Советские Традиции,1141
1000206048,Каша Моя цена Овсяная клубника 35г,,10.99,Моя цена,1141
1891200068,Сыр плавленый President с ветчиной 45% 200г,219.99,149.99,President,1141
1000325304,Каша Магнит гречневая с грибами и луком 40г,33.99,22.99,Магнит,1141
1899910131,Сыр творожный Violette сливочный 70% 140г,,147.99,Violette,1141
9899996186,Молочно-гречневая каша с яблоками с 6 месяцев Фрутоняня 200мл,,67.99,Фрутоняня,1141
9409610182,Сыр творожный Almette с зеленью 60% 150г,189.99,129.99,Almette,1141
1000270513,Сыр плавленый Viola Сливочный 45% 130г,169.99,119.99,Viola,1141
1000417765,Молоко безлактозное Parmalat 1.8% 200мл,,49.99,Parmalat,1141
1000155178,Каша Геркулес овсяная с клубникой 35г,,22.99,Геркулес,1141
1000247970,Молочно-овсяная каша с бананом с 6 месяцев Фрутоняня 200мл,,79.98,Фрутоняня,1141
1000369987,Кисломолочный напиток Exponenta High-Pro обезжиренный черника земляника 250г,,179.99,Exponenta,1141
1000079568,Спред Кремлевское растительно-жировой 72.5% 180г,,76.99,Кремлевское,1141
1000479223,Пирожное бисквитное с кремом цельное молоко Milka 29г,,89.99,Milka,1141
8000056173,Сливки стерилизованные Молочный мир 33% 500г,,309.99,Молочный Мир,1141
8000062506,Молочный кофейный напиток Frappe Moccachino Natura Selection 2.6% 250г,,109.99,Natura Selection,1141
8000062507,Молочный кофейный напиток ультрапастеризованный Frappe Natura Selection 2.6% 250г,,109.99,Natura Selection,1141
1000433642,Масло сливочное Danke 82.5% 180г,,209.99,Danke,1141
1000528266,Йогурт питьевой Velle Овсяный Малина 230г,,69.99,Velle,1141
1000528265,Йогурт питьевой Velle Овсяный Вишня 230г,,69.99,Velle,1141
1000579489,Каша Фрутоняня жидкая молочная гречневая 200мл,,79.98,Фрутоняня,1141
8000062178,Творожный Миндально-кокосовый десерт Даниссимо 6.8% 130г,,59.99,Даниссимо,1141
1000155179,Каша Геркулес овсяная абрикос 35г,,22.99,Русский Продукт,1141
1000113045,Нектар Мой Ананасовый 200мл,,19.99,Мой,1141
8000081425,Молоко безлактозное с 8 месяцев Аммм 3.2% 205г,,46.99,Аммм,1141
8000084661,Суфле молочное с ванилью в бельгийском шоколаде со взрывной карамелью 30г,,79.99,ЗГДиОП им. В.П. Пастухова,1141
8000057753,Десерт Фруктово-шоколадный со сливками Фрутоkids 90г,,68.99,Фрутоkids,1141
8000058186,Йогурт со вкусом Вишня-черешня-гранола Молочная культура 2.7-3.5% 130г,,56.99,Молочная Культура,1141
1000580174,Сырок творожный глазированный с клубникой Космомишки 23% 40г,,23.99,Космомишки,1141
8000061673,Сырок творожный глазированный Protein Power Свитлогорье 16% 50г,,79.99,Свитлогорье,1141
8000093609,Варенец Славянские Кружева 3.2% 200г,,29.99,Славянские Кружева,1141
8000079508,Напиток овсяный Банан-клубника Nemoloko Kids 200мл,,29.99,Nemoloko,1141
8000092760,Сыр Тофу натуральный Россоя 120г,,79.99,Россоя,1141
8000079205,Молоко безлактозное ультрапастеризованное Parmalat Protein 1.8% 1л,,199.99,Parmalat,1141
8000058185,"Йогурт с голубикой, ежевикой и гранолой Молочная культура 2.7%-3.5% 130г",,56.99,Молочная Культура,1141
8000057737,Творожное зерно в сливках Карат 4% 270г,,114.19,Карат,1141
1000575571,Молочный коктейль со вкусом карамели Фанни Ямми 170мл,,57.32,Фанни Ямми,1141
8000079387,Десерт фруктовый фигурный Скрепыши 180г в ассортименте,,129.99,Скрепыши,1141
1000581129,Вишня в желе Ростагроэкспорт 150г,,89.99,Ростагроэкспорт,1141
8000075315,Сыр Чечил косичка копченая М Свежесть 45% 100г,,149.99,М Свежесть,1141
8000057502,Сметана Экомилк 15% 290г,,89.99,Экомилк,1141
8000092349,Яйцо куриное С1 Ешь Хорошее 6шт,,61.99,Ешь Хорошее,1141
1000228758,Спред Кремлевский 72.5% 360г,,139.99,Кремлевское,1141
